Country Name,Country Code,Series Name,Series Code,2019 [YR2019],2020 [YR2020],2021 [YR2021],2022 [YR2022]
New Caledonia,NCL,"International tourism, receipts for travel items (current US$)",ST.INT.TVLR.CD,..,..,..,..
New Caledonia,NCL,"International tourism, expenditures for travel items (current US$)",ST.INT.TVLX.CD,..,..,..,..
New Caledonia,NCL,"International tourism, receipts (% of total exports)",ST.INT.RCPT.XP.ZS,..,..,..,..
New Caledonia,NCL,"Population, total",SP.POP.TOTL,271240,272460,274660,276780
New Zealand,NZL,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,2.44598315515373,-0.653921432098016,5.16784735916997,2.15697977649043
New Zealand,NZL,"International tourism, number of arrivals",ST.INT.ARVL,3888000,996000,..,..
New Zealand,NZL,"International tourism, number of departures",ST.INT.DPRT,3225000,511000,..,..
New Zealand,NZL,"International tourism, receipts for travel items (current US$)",ST.INT.TVLR.CD,10547000000,6229000000,..,..
New Zealand,NZL,"International tourism, expenditures for travel items (current US$)",ST.INT.TVLX.CD,4408000000,1466000000,..,..
New Zealand,NZL,"International tourism, receipts (% of total exports)",ST.INT.RCPT.XP.ZS,..,..,..,..
New Zealand,NZL,"Population, total",SP.POP.TOTL,4979200,5090200,5111400,5124100
Nicaragua,NIC,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,-2.89648807769926,-1.7662584519904,10.3468976209071,3.75110256640487
Nicaragua,NIC,"International tourism, number of arrivals",ST.INT.ARVL,1455000,474000,..,..
Nicaragua,NIC,"International tourism, number of departures",ST.INT.DPRT,949000,325000,..,..
Nicaragua,NIC,"International tourism, receipts for travel items (current US$)",ST.INT.TVLR.CD,515000000,199000000,..,..
Nicaragua,NIC,"International tourism, expenditures for travel items (current US$)",ST.INT.TVLX.CD,181000000,63000000,..,..
Nicaragua,NIC,"International tourism, receipts (% of total exports)",ST.INT.RCPT.XP.ZS,..,..,..,..
Nicaragua,NIC,"Population, total",SP.POP.TOTL,6663924,6755895,6850540,6948392
Niger,NER,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,5.94139686297071,3.5502275061626,1.38712917730062,11.5000049156546
Niger,NER,"International tourism, number of arrivals",ST.INT.ARVL,192000,85000,..,..
Niger,NER,"International tourism, number of departures",ST.INT.DPRT,..,..,..,..
Niger,NER,"International tourism, receipts for travel items (current US$)",ST.INT.TVLR.CD,116000000,..,..,..
Niger,NER,"International tourism, expenditures for travel items (current US$)",ST.INT.TVLX.CD,102500000,..,..,..
Niger,NER,"International tourism, receipts (% of total exports)",ST.INT.RCPT.XP.ZS,9.37508056137373,..,..,..
Niger,NER,"Population, total",SP.POP.TOTL,23443393,24333639,25252722,26207977
Nigeria,NGA,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,2.2084292771582,-1.79425308233591,3.64718654100696,3.25168140839833
Nigeria,NGA,"International tourism, number of arrivals",ST.INT.ARVL,..,..,..,..
Nigeria,NGA,"International tourism, number of departures",ST.INT.DPRT,..,..,..,..
Nigeria,NGA,"International tourism, receipts for travel items (current US$)",ST.INT.TVLR.CD,1449000000,313000000,..,..
Nigeria,NGA,"International tourism, expenditures for travel items (current US$)",ST.INT.TVLX.CD,13509000000,5548000000,..,..
Nigeria,NGA,"International tourism, receipts (% of total exports)",ST.INT.RCPT.XP.ZS,2.1036307525815,0.803762406232205,..,..
Nigeria,NGA,"Population, total",SP.POP.TOTL,203304492,208327405,213401323,218541212
North Macedonia,MKD,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,3.91041953840173,-6.11088671102702,5.5060164611849,2.14665647284551
North Macedonia,MKD,"International tourism, number of arrivals",ST.INT.ARVL,758000,118000,..,..
North Macedonia,MKD,"International tourism, number of departures",ST.INT.DPRT,..,..,..,..
North Macedonia,MKD,"International tourism, receipts for travel items (current US$)",ST.INT.TVLR.CD,396000000,252000000,..,..
North Macedonia,MKD,"International tourism, expenditures for travel items (current US$)",ST.INT.TVLX.CD,282000000,147000000,..,..
North Macedonia,MKD,"International tourism, receipts (% of total exports)",ST.INT.RCPT.XP.ZS,5.14079107712538,3.51868355959879,..,..
North Macedonia,MKD,"Population, total",SP.POP.TOTL,2076694,2072531,2065092,2057679
Northern Mariana Islands,MNP,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,-11.3207547169811,-29.6808510638298,..,..
Northern Mariana Islands,MNP,"International tourism, number of arrivals",ST.INT.ARVL,487000,..,..,..
Northern Mariana Islands,MNP,"International tourism, number of departures",ST.INT.DPRT,..,..,..,..
Northern Mariana Islands,MNP,"International tourism, receipts for travel items (current US$)",ST.INT.TVLR.CD,..,..,..,..
Northern Mariana Islands,MNP,"International tourism, expenditures for travel items (current US$)",ST.INT.TVLX.CD,..,..,..,..
Northern Mariana Islands,MNP,"International tourism, receipts (% of total exports)",ST.INT.RCPT.XP.ZS,..,..,..,..
Northern Mariana Islands,MNP,"Population, total",SP.POP.TOTL,49858,49587,49481,49551
Norway,NOR,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,1.12374696436403,-1.2781717845226,3.89839906700269,3.28055765442825
Norway,NOR,"International tourism, number of arrivals",ST.INT.ARVL,5879000,1397000,..,..
Norway,NOR,"International tourism, number of departures",ST.INT.DPRT,8890000,1690000,..,..
Norway,NOR,"International tourism, receipts for travel items (current US$)",ST.INT.TVLR.CD,5861000000,1792000000,..,..
Norway,NOR,"International tourism, expenditures for travel items (current US$)",ST.INT.TVLX.CD,16511000000,3860000000,..,..
Norway,NOR,"International tourism, receipts (% of total exports)",ST.INT.RCPT.XP.ZS,4.81268217883198,1.85607481686364,..,..
Norway,NOR,"Population, total",SP.POP.TOTL,5347896,5379475,5408320,5457127
Oman,OMN,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,-1.1287110618463,-3.37971439992238,3.09227668737446,4.31125350906991
Oman,OMN,"International tourism, number of arrivals",ST.INT.ARVL,3506000,869000,..,..
Oman,OMN,"International tourism, number of departures",ST.INT.DPRT,6633000,1657000,..,..
Oman,OMN,"International tourism, receipts for travel items (current US$)",ST.INT.TVLR.CD,1811000000,441000000,..,..
Oman,OMN,"International tourism, expenditures for travel items (current US$)",ST.INT.TVLX.CD,2635000000,1036000000,..,..
Oman,OMN,"International tourism, receipts (% of total exports)",ST.INT.RCPT.XP.ZS,7.06001097265227,1.87290618797234,..,..
Oman,OMN,"Population, total",SP.POP.TOTL,4602768,4543399,4520471,4576298
Pakistan,PAK,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,2.49763692943365,-1.27408744338709,6.48708677384843,6.18815547351159
Pakistan,PAK,"International tourism, number of arrivals",ST.INT.ARVL,..,..,..,..
Pakistan,PAK,"International tourism, number of departures",ST.INT.DPRT,..,..,..,..
Pakistan,PAK,"International tourism, receipts for travel items (current US$)",ST.INT.TVLR.CD,494000000,439000000,..,..
Pakistan,PAK,"International tourism, expenditures for travel items (current US$)",ST.INT.TVLX.CD,1652000000,848000000,..,..
Pakistan,PAK,"International tourism, receipts (% of total exports)",ST.INT.RCPT.XP.ZS,3.23441522131454,2.79880745192545,..,..
Pakistan,PAK,"Population, total",SP.POP.TOTL,223293280,227196741,231402117,235824862
Palau,PLW,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,0.395968322534188,-9.10720688418787,-13.3333333333333,..
Palau,PLW,"International tourism, number of arrivals",ST.INT.ARVL,94000,18399.9996185303,..,..
Palau,PLW,"International tourism, number of departures",ST.INT.DPRT,..,..,..,..
Palau,PLW,"International tourism, receipts for travel items (current US$)",ST.INT.TVLR.CD,..,..,..,..
Palau,PLW,"International tourism, expenditures for travel items (current US$)",ST.INT.TVLX.CD,..,..,..,..
Palau,PLW,"International tourism, receipts (% of total exports)",ST.INT.RCPT.XP.ZS,..,..,..,..
Palau,PLW,"Population, total",SP.POP.TOTL,17916,17972,18024,18055
Panama,PAN,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,3.28187493392326,-17.6683327053971,15.8357649568554,10.8093662044575
Panama,PAN,"International tourism, number of arrivals",ST.INT.ARVL,2494000,647000,..,..
Panama,PAN,"International tourism, number of departures",ST.INT.DPRT,1226000,401000,..,..
Panama,PAN,"International tourism, receipts for travel items (current US$)",ST.INT.TVLR.CD,4521000000,1117000000,..,..
Panama,PAN,"International tourism, expenditures for travel items (current US$)",ST.INT.TVLX.CD,1412000000,465000000,..,..
Panama,PAN,"International tourism, receipts (% of total exports)",ST.INT.RCPT.XP.ZS,24.8486294122859,9.30164312333031,..,..
Panama,PAN,"Population, total",SP.POP.TOTL,4232532,4294396,4351267,4408581
Papua New Guinea,PNG,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,4.48043062171888,-3.16738117629639,0.0999999999999943,4.59999997896274
Papua New Guinea,PNG,"International tourism, number of arrivals",ST.INT.ARVL,211000,39000,..,..
Papua New Guinea,PNG,"International tourism, number of departures",ST.INT.DPRT,..,..,..,..
Papua New Guinea,PNG,"International tourism, receipts for travel items (current US$)",ST.INT.TVLR.CD,..,..,..,..
Papua New Guinea,PNG,"International tourism, expenditures for travel items (current US$)",ST.INT.TVLX.CD,..,..,..,..
Papua New Guinea,PNG,"International tourism, receipts (% of total exports)",ST.INT.RCPT.XP.ZS,..,..,..,..
Papua New Guinea,PNG,"Population, total",SP.POP.TOTL,9542486,9749640,9949437,10142619
Paraguay,PRY,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,-0.40185510068001,-0.819785390971916,4.01673731778618,0.0754394653709198
Paraguay,PRY,"International tourism, number of arrivals",ST.INT.ARVL,4368000,1077000,..,..
Paraguay,PRY,"International tourism, number of departures",ST.INT.DPRT,1192000,214000,..,..
Paraguay,PRY,"International tourism, receipts for travel items (current US$)",ST.INT.TVLR.CD,379000000,81000000,..,..
Paraguay,PRY,"International tourism, expenditures for travel items (current US$)",ST.INT.TVLX.CD,339000000,96000000,..,..
Paraguay,PRY,"International tourism, receipts (% of total exports)",ST.INT.RCPT.XP.ZS,2.85636233475144,0.842867466880347,..,..
Paraguay,PRY,"Population, total",SP.POP.TOTL,6530026,6618695,6703799,6780744
Peru,PER,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,2.24063176875049,-10.8696407826493,13.4175302909947,2.68387143477631
Peru,PER,"International tourism, number of arrivals",ST.INT.ARVL,5275000,1119000,..,..
Peru,PER,"International tourism, number of departures",ST.INT.DPRT,3275000,791000,..,..
Peru,PER,"International tourism, receipts for travel items (current US$)",ST.INT.TVLR.CD,3738000000,776000000,..,..
Peru,PER,"International tourism, expenditures for travel items (current US$)",ST.INT.TVLX.CD,2774600097.65625,733000000,..,..
Peru,PER,"International tourism, receipts (% of total exports)",ST.INT.RCPT.XP.ZS,8.60156944403926,2.2000748824769,..,..
Peru,PER,"Population, total",SP.POP.TOTL,32824861,33304756,33715471,34049588
Philippines,PHL,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,6.11852566221303,-9.51829474045297,5.7147331320319,7.57033248818529
Philippines,PHL,"International tourism, number of arrivals",ST.INT.ARVL,8261000,1483000,..,..
Philippines,PHL,"International tourism, number of departures",ST.INT.DPRT,..,1483000,..,..
Philippines,PHL,"International tourism, receipts for travel items (current US$)",ST.INT.TVLR.CD,9781000000,2010000000,..,..
Philippines,PHL,"International tourism, expenditures for travel items (current US$)",ST.INT.TVLX.CD,12038000000,4568000000,..,..
Philippines,PHL,"International tourism, receipts (% of total exports)",ST.INT.RCPT.XP.ZS,12.0908647793174,3.45979194990587,..,..
Philippines,PHL,"Population, total",SP.POP.TOTL,110380804,112190977,113880328,115559009
Poland,POL,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,4.45003636363637,-2.02011621505449,6.84776073865233,4.87402357909336
Poland,POL,"International tourism, number of arrivals",ST.INT.ARVL,88515000,..,..,..
Poland,POL,"International tourism, number of departures",ST.INT.DPRT,50600000,..,..,..
Poland,POL,"International tourism, receipts for travel items (current US$)",ST.INT.TVLR.CD,13704000000,7771000000,..,..
Poland,POL,"International tourism, expenditures for travel items (current US$)",ST.INT.TVLX.CD,9220000000,5202000000,..,..
Poland,POL,"International tourism, receipts (% of total exports)",ST.INT.RCPT.XP.ZS,4.95518509407661,2.62691751811316,..,..
Poland,POL,"Population, total",SP.POP.TOTL,37965475,37899070,37747124,37561599
Portugal,PRT,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,2.68275992118076,-8.30051604221151,5.5027574751908,6.68575118403605
Portugal,PRT,"International tourism, number of arrivals",ST.INT.ARVL,17283000,4208000,..,..
Portugal,PRT,"International tourism, number of departures",ST.INT.DPRT,3100000,680000,..,..
Portugal,PRT,"International tourism, receipts for travel items (current US$)",ST.INT.TVLR.CD,20444000000,8835000000,..,..
Portugal,PRT,"International tourism, expenditures for travel items (current US$)",ST.INT.TVLX.CD,5729000000,3140000000,..,..
Portugal,PRT,"International tourism, receipts (% of total exports)",ST.INT.RCPT.XP.ZS,23.4554217784929,12.3602186175021,..,..
Portugal,PRT,"Population, total",SP.POP.TOTL,10286263,10297081,10325147,10379007
Puerto Rico,PRI,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,1.67506310530929,-4.20280671867371,0.432646953579919,3.36097255511649
Puerto Rico,PRI,"International tourism, number of arrivals",ST.INT.ARVL,4931000,3882000,..,..
Puerto Rico,PRI,"International tourism, number of departures",ST.INT.DPRT,..,..,..,..
Puerto Rico,PRI,"International tourism, receipts for travel items (current US$)",ST.INT.TVLR.CD,..,..,..,..
Puerto Rico,PRI,"International tourism, expenditures for travel items (current US$)",ST.INT.TVLX.CD,..,..,..,..
Puerto Rico,PRI,"International tourism, receipts (% of total exports)",ST.INT.RCPT.XP.ZS,..,..,..,..
Puerto Rico,PRI,"Population, total",SP.POP.TOTL,3193694,3281557,3262693,3221789
Qatar,QAT,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,0.774808388372691,-3.64044980532107,1.59099816403854,4.82768910127822
Qatar,QAT,"International tourism, number of arrivals",ST.INT.ARVL,2136500,582000,..,..
Qatar,QAT,"International tourism, number of departures",ST.INT.DPRT,..,..,..,..
Qatar,QAT,"International tourism, receipts for travel items (current US$)",ST.INT.TVLR.CD,5442000000,3563000000,..,..
Qatar,QAT,"International tourism, expenditures for travel items (current US$)",ST.INT.TVLX.CD,9486000000,6742000000,..,..
Qatar,QAT,"International tourism, receipts (% of total exports)",ST.INT.RCPT.XP.ZS,16.9990807287314,20.1851764350476,..,..
Qatar,QAT,"Population, total",SP.POP.TOTL,2807235,2760385,2688235,2695122
Romania,ROU,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,3.85316383348211,-3.67751079121797,5.79325451677282,4.79219035098895
Romania,ROU,"International tourism, number of arrivals",ST.INT.ARVL,12815000,5023000,..,..
Romania,ROU,"International tourism, number of departures",ST.INT.DPRT,23066000,9510000,..,..
Romania,ROU,"International tourism, receipts for travel items (current US$)",ST.INT.TVLR.CD,3572000000,1433000000,..,..
Romania,ROU,"International tourism, expenditures for travel items (current US$)",ST.INT.TVLX.CD,5996000000,3022000000,..,..
Romania,ROU,"International tourism, receipts (% of total exports)",ST.INT.RCPT.XP.ZS,4.20212645845957,1.73180538052313,..,..
Romania,ROU,"Population, total",SP.POP.TOTL,19371648,19265250,19119880,18956666
Russian Federation,RUS,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,2.19807571380863,-2.65365450092145,5.61429037578345,-2.06971152527731
Russian Federation,RUS,"International tourism, number of arrivals",ST.INT.ARVL,24419000,6359000,..,..
Russian Federation,RUS,"International tourism, number of departures",ST.INT.DPRT,45330000,12361000,..,..
Russian Federation,RUS,"International tourism, receipts for travel items (current US$)",ST.INT.TVLR.CD,10961000000,2854000000,..,..
Russian Federation,RUS,"International tourism, expenditures for travel items (current US$)",ST.INT.TVLX.CD,36152000000,9140000000,..,..
Russian Federation,RUS,"International tourism, receipts (% of total exports)",ST.INT.RCPT.XP.ZS,3.57805477178706,1.3004275447173,..,..
Russian Federation,RUS,"Population, total",SP.POP.TOTL,144406261,144073139,143449286,143555736
Rwanda,RWA,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,9.46402534021912,-3.37398633227004,10.8767337919042,8.15748772106373
Rwanda,RWA,"International tourism, number of arrivals",ST.INT.ARVL,1634000,..,..,..
Rwanda,RWA,"International tourism, number of departures",ST.INT.DPRT,..,..,..,..
Rwanda,RWA,"International tourism, receipts for travel items (current US$)",ST.INT.TVLR.CD,458000000,120000000,..,..
Rwanda,RWA,"International tourism, expenditures for travel items (current US$)",ST.INT.TVLX.CD,336000000,104000000,..,..
Rwanda,RWA,"International tourism, receipts (% of total exports)",ST.INT.RCPT.XP.ZS,28.2036248379652,10.9903672762396,..,..
Rwanda,RWA,"Population, total",SP.POP.TOTL,12835028,13146362,13461888,13776698
Samoa,WSM,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,4.45185891688691,-3.10844401053139,-7.08458799747405,-6.02201117230058
Samoa,WSM,"International tourism, number of arrivals",ST.INT.ARVL,181000,23899.9996185303,..,..
Samoa,WSM,"International tourism, number of departures",ST.INT.DPRT,69000,18500,..,..
Samoa,WSM,"International tourism, receipts for travel items (current US$)",ST.INT.TVLR.CD,206000000,23000000,..,..
Samoa,WSM,"International tourism, expenditures for travel items (current US$)",ST.INT.TVLX.CD,3400000.09536743,1299999.95231628,..,..
Samoa,WSM,"International tourism, receipts (% of total exports)",ST.INT.RCPT.XP.ZS,61.1969351605922,19.7907411795208,..,..
Samoa,WSM,"Population, total",SP.POP.TOTL,211905,214929,218764,222382
San Marino,SMR,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,2.06568514732739,-6.64791081780605,8.46307184451101,..
San Marino,SMR,"International tourism, number of arrivals",ST.INT.ARVL,1904000,..,..,..
San Marino,SMR,"International tourism, number of departures",ST.INT.DPRT,..,..,..,..
San Marino,SMR,"International tourism, receipts for travel items (current US$)",ST.INT.TVLR.CD,..,..,..,..
San Marino,SMR,"International tourism, expenditures for travel items (current US$)",ST.INT.TVLX.CD,..,..,..,..
San Marino,SMR,"International tourism, receipts (% of total exports)",ST.INT.RCPT.XP.ZS,..,..,..,..
San Marino,SMR,"Population, total",SP.POP.TOTL,34178,34007,33745,33660
Sao Tome and Principe,STP,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,2.21085583286091,3.02456821061261,1.87792250238419,0.927137395433462
Sao Tome and Principe,STP,"International tourism, number of arrivals",ST.INT.ARVL,..,..,..,..
Sao Tome and Principe,STP,"International tourism, number of departures",ST.INT.DPRT,..,..,..,..
Sao Tome and Principe,STP,"International tourism, receipts for travel items (current US$)",ST.INT.TVLR.CD,44700000.7629395,16399999.6185303,..,..
Sao Tome and Principe,STP,"International tourism, expenditures for travel items (current US$)",ST.INT.TVLX.CD,18200000.7629395,9500000,..,..
Sao Tome and Principe,STP,"International tourism, receipts (% of total exports)",ST.INT.RCPT.XP.ZS,..,..,..,..
Sao Tome and Principe,STP,"Population, total",SP.POP.TOTL,214599,218641,223107,227380
Saudi Arabia,SAU,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,0.832280326830841,-4.34138767799323,3.92172411922971,8.7441536283484
Saudi Arabia,SAU,"International tourism, number of arrivals",ST.INT.ARVL,20292000,..,..,..
Saudi Arabia,SAU,"International tourism, number of departures",ST.INT.DPRT,27196000,..,..,..
Saudi Arabia,SAU,"International tourism, receipts for travel items (current US$)",ST.INT.TVLR.CD,16431000000,4036000000,..,..
Saudi Arabia,SAU,"International tourism, expenditures for travel items (current US$)",ST.INT.TVLX.CD,15140000000,8533000000,..,..
Saudi Arabia,SAU,"International tourism, receipts (% of total exports)",ST.INT.RCPT.XP.ZS,6.94361064014203,3.25953824254142,..,..
Saudi Arabia,SAU,"Population, total",SP.POP.TOTL,35827362,35997107,35950396,36408820
Senegal,SEN,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,4.61362809749708,1.3420737726679,6.53967372590319,4.15385649424151
Senegal,SEN,"International tourism, number of arrivals",ST.INT.ARVL,..,..,..,..
Senegal,SEN,"International tourism, number of departures",ST.INT.DPRT,..,..,..,..
Senegal,SEN,"International tourism, receipts for travel items (current US$)",ST.INT.TVLR.CD,..,..,..,..
Senegal,SEN,"International tourism, expenditures for travel items (current US$)",ST.INT.TVLX.CD,..,..,..,..
Senegal,SEN,"International tourism, receipts (% of total exports)",ST.INT.RCPT.XP.ZS,..,..,..,..
Senegal,SEN,"Population, total",SP.POP.TOTL,16000781,16436120,16876720,17316449
Serbia,SRB,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,4.33173490608283,-0.903218501520755,7.54991253537386,2.25144856461867
Serbia,SRB,"International tourism, number of arrivals",ST.INT.ARVL,1847000,446000,..,..
Serbia,SRB,"International tourism, number of departures",ST.INT.DPRT,..,..,..,..
Serbia,SRB,"International tourism, receipts for travel items (current US$)",ST.INT.TVLR.CD,1604000000,1245000000,..,..
Serbia,SRB,"International tourism, expenditures for travel items (current US$)",ST.INT.TVLX.CD,1806000000,1115000000,..,..
Serbia,SRB,"International tourism, receipts (% of total exports)",ST.INT.RCPT.XP.ZS,7.65485626855996,5.57653856424373,..,..
Serbia,SRB,"Population, total",SP.POP.TOTL,6945235,6899126,6834326,6760087
Seychelles,SYC,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,4.87694619885764,-8.64920645543945,5.40000000000001,8.80000017265998
Seychelles,SYC,"International tourism, number of arrivals",ST.INT.ARVL,428000,124500,..,..
Seychelles,SYC,"International tourism, number of departures",ST.INT.DPRT,76000,19000,..,..
Seychelles,SYC,"International tourism, receipts for travel items (current US$)",ST.INT.TVLR.CD,590000000,221000000,..,..
Seychelles,SYC,"International tourism, expenditures for travel items (current US$)",ST.INT.TVLX.CD,67000000,26000000,..,..
Seychelles,SYC,"International tourism, receipts (% of total exports)",ST.INT.RCPT.XP.ZS,29.6451806641873,18.3911664604099,..,..
Seychelles,SYC,"Population, total",SP.POP.TOTL,97625,98462,99258,100060
Sierra Leone,SLE,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,5.25374631307365,-1.96848689118619,4.10470008884118,3.50074170696743
Sierra Leone,SLE,"International tourism, number of arrivals",ST.INT.ARVL,71000,..,..,..
Sierra Leone,SLE,"International tourism, number of departures",ST.INT.DPRT,122000,..,..,..
Sierra Leone,SLE,"International tourism, receipts for travel items (current US$)",ST.INT.TVLR.CD,43000000,..,..,..
Sierra Leone,SLE,"International tourism, expenditures for travel items (current US$)",ST.INT.TVLX.CD,77000000,..,..,..
Sierra Leone,SLE,"International tourism, receipts (% of total exports)",ST.INT.RCPT.XP.ZS,..,..,..,..
Sierra Leone,SLE,"Population, total",SP.POP.TOTL,8046828,8233970,8420641,8605718
Singapore,SGP,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,1.33126132689951,-3.90105340221118,8.88235399664532,3.64697207108541
Singapore,SGP,"International tourism, number of arrivals",ST.INT.ARVL,19116000,2742000,..,..
Singapore,SGP,"International tourism, number of departures",ST.INT.DPRT,10711000,1543000,..,..
Singapore,SGP,"International tourism, receipts for travel items (current US$)",ST.INT.TVLR.CD,20302000000,5189000000,..,..
Singapore,SGP,"International tourism, expenditures for travel items (current US$)",ST.INT.TVLX.CD,27324000000,6828000000,..,..
Singapore,SGP,"International tourism, receipts (% of total exports)",ST.INT.RCPT.XP.ZS,..,..,..,..
Singapore,SGP,"Population, total",SP.POP.TOTL,5703569,5685807,5453566,5637022
Sint Maarten (Dutch part),SXM,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,8.80000000000001,-16.5,7.30000000000028,9.69999999999958
Sint Maarten (Dutch part),SXM,"International tourism, number of arrivals",ST.INT.ARVL,1952000,..,..,..
Sint Maarten (Dutch part),SXM,"International tourism, number of departures",ST.INT.DPRT,..,..,..,..
Sint Maarten (Dutch part),SXM,"International tourism, receipts for travel items (current US$)",ST.INT.TVLR.CD,682000000,234000000,..,..
Sint Maarten (Dutch part),SXM,"International tourism, expenditures for travel items (current US$)",ST.INT.TVLX.CD,67000000,19000000,..,..
Sint Maarten (Dutch part),SXM,"International tourism, receipts (% of total exports)",ST.INT.RCPT.XP.ZS,64.9104424174721,46.1061995849456,..,..
Sint Maarten (Dutch part),SXM,"Population, total",SP.POP.TOTL,41608,42310,42846,43389
Slovak Republic,SVK,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,2.50972314411537,-3.33624467219524,4.86326376553154,1.6687029395207
Slovak Republic,SVK,"International tourism, number of arrivals",ST.INT.ARVL,..,..,..,..
Slovak Republic,SVK,"International tourism, number of departures",ST.INT.DPRT,5214000,..,..,..
Slovak Republic,SVK,"International tourism, receipts for travel items (current US$)",ST.INT.TVLR.CD,3200000000,1254000000,..,..
Slovak Republic,SVK,"International tourism, expenditures for travel items (current US$)",ST.INT.TVLX.CD,2587000000,1224000000,..,..
Slovak Republic,SVK,"International tourism, receipts (% of total exports)",ST.INT.RCPT.XP.ZS,3.45864654154163,1.43904781291805,..,..
Slovak Republic,SVK,"Population, total",SP.POP.TOTL,5454147,5458827,5447247,5431752
Slovenia,SVN,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,3.45107924423903,-4.3213699045107,8.21106259181281,5.37455265359475
Slovenia,SVN,"International tourism, number of arrivals",ST.INT.ARVL,4702000,1216000,..,..
Slovenia,SVN,"International tourism, number of departures",ST.INT.DPRT,6049000,1892000,..,..
Slovenia,SVN,"International tourism, receipts for travel items (current US$)",ST.INT.TVLR.CD,3179800048.82813,1370300048.82813,..,..
Slovenia,SVN,"International tourism, expenditures for travel items (current US$)",ST.INT.TVLX.CD,1678199951.17188,817900024.414063,..,..
Slovenia,SVN,"International tourism, receipts (% of total exports)",ST.INT.RCPT.XP.ZS,7.36687424223813,3.39050971411389,..,..
Slovenia,SVN,"Population, total",SP.POP.TOTL,2088385,2102419,2108079,2108732
Solomon Islands,SLB,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,1.74951428706819,-3.38111604772683,-0.569742892674313,-4.06243940275354
Solomon Islands,SLB,"International tourism, number of arrivals",ST.INT.ARVL,28899.9996185303,4400.00009536743,..,..
Solomon Islands,SLB,"International tourism, number of departures",ST.INT.DPRT,..,..,..,..
Solomon Islands,SLB,"International tourism, receipts for travel items (current US$)",ST.INT.TVLR.CD,71000000,6000000,..,..
Solomon Islands,SLB,"International tourism, expenditures for travel items (current US$)",ST.INT.TVLX.CD,62400001.5258789,30899999.6185303,..,..
Solomon Islands,SLB,"International tourism, receipts (% of total exports)",ST.INT.RCPT.XP.ZS,13.8679232181334,1.6323346614153,..,..
Solomon Islands,SLB,"Population, total",SP.POP.TOTL,674993,691191,707851,724273
Somalia,SOM,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,7.45652154333887,2.48937434554443,4.04911048809238,4.79877898924205
Somalia,SOM,"International tourism, number of arrivals",ST.INT.ARVL,..,..,..,..
Somalia,SOM,"International tourism, number of departures",ST.INT.DPRT,..,..,..,..
Somalia,SOM,"International tourism, receipts for travel items (current US$)",ST.INT.TVLR.CD,..,..,..,..
Somalia,SOM,"International tourism, expenditures for travel items (current US$)",ST.INT.TVLX.CD,..,..,..,..
Somalia,SOM,"International tourism, receipts (% of total exports)",ST.INT.RCPT.XP.ZS,..,..,..,..
Somalia,SOM,"Population, total",SP.POP.TOTL,15981300,16537016,17065581,17597511
South Africa,ZAF,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,0.303453235238081,-6.34247114929317,4.9130966839178,2.04229935251898
South Africa,ZAF,"International tourism, number of arrivals",ST.INT.ARVL,14797000,3886600.09765625,..,..
South Africa,ZAF,"International tourism, number of departures",ST.INT.DPRT,..,..,..,..
South Africa,ZAF,"International tourism, receipts for travel items (current US$)",ST.INT.TVLR.CD,8390000000,2607000000,..,..
South Africa,ZAF,"International tourism, expenditures for travel items (current US$)",ST.INT.TVLX.CD,3141000000,928000000,..,..
